"datasetX","datasetY","similarity","correlation","pValue","n"
"2.01.01.02.nabase","SP.POP.AG21.FE.UN",0.00246641,0.198184704913318,0.00479684294031871,137
"2.01.01.02.nabase","SP.POP.AG21.MA.UN",0.00109522,0.198487276981888,0.00473285839506185,137
"2.01.01.02.nabase","SP.POP.AG21.TO.UN",0.000240863,0.197276988707608,0.00499352067691619,137
"2.01.01.02.nabase","SP.POP.AG22.FE.UN",0.00251125,0.194553840090479,0.00562807276863751,137
"2.01.01.02.nabase","SP.POP.AG22.MA.UN",0.0011151,0.194856412159049,0.00555414055600717,137
"2.01.01.02.nabase","SP.POP.AG22.TO.UN",0.000245315,0.194553840090479,0.00562807276863751,137
"2.01.01.02.nabase","SP.POP.AG23.FE.UN",0.00248215,0.192133263541919,0.00625223588284404,137
"2.01.01.02.nabase","SP.POP.AG23.MA.UN",0.00110219,0.192738407679059,0.00609061199044329,137
"2.01.01.02.nabase","SP.POP.AG23.TO.UN",0.000242423,0.191225547336209,0.00650191680171231,137
"2.01.01.02.nabase","SP.POP.AG24.FE.UN",0.00252727,0.190479340675549,0.00671673249639016,137
"2.01.01.02.nabase","SP.POP.AG24.MA.UN",0.00112221,0.193343551816199,0.00593276106072875,137
"2.01.01.02.nabase","SP.POP.AG24.TO.UN",0.000246913,0.191528119404779,0.00641771064697729,137
"2.01.01.02.nabase","SP.POP.AG25.FE.UN",0.00242154,0.191225547336209,0.00650191680171231,137
"2.01.01.02.nabase","SP.POP.AG25.MA.UN",0.00107532,0.193948695953339,0.00577860645029483,137
"2.01.01.02.nabase","SP.POP.AG25.TO.UN",0.000236401,0.190922975267639,0.00658711547019371,137
"2.01.01.02.nabase","SP.PRE.TOTL.FE.IN",0.00655009,0.201916196355488,0.00379552074367567,139
"2.01.01.02.nabase","SP.PRE.TOTL.IN",0.00895444,0.202210106393851,0.00374488829495629,139
"2.01.01.02.nabase","SP.PRE.TOTL.MA.IN",0.00801817,0.202797926470577,0.00364546086916147,139
"2.01.01.02.nabase","SP.PRM.GRAD.FE",0.0503142,0.215505238424208,0.00242458625074783,134
"2.01.01.02.nabase","SP.PRM.GRAD.MA",0.0513066,0.214240350744535,0.00257150355906581,134
"2.01.01.02.nabase","SP.PRM.GRAD.TO",0.0520705,0.216137682264044,0.00235404568627876,134
"2.01.01.02.nabase","SP.PRM.TOTL.FE.IN",0.0307946,0.228470337140851,0.0013042497788246,134
"2.01.01.02.nabase","SP.PRM.TOTL.IN",0.0334417,0.228154115220933,0.00132461340421525,134
"2.01.01.02.nabase","SP.PRM.TOTL.MA.IN",0.0323296,0.231000112500196,0.00115144707973327,134
"2.01.01.02.nabase","SP.SEC.LTOT.FE.IN",0.00957953,0.209602768851148,0.00275450010870407,138
"2.01.01.02.nabase","SP.SEC.LTOT.IN",0.0118172,0.209900923572131,0.00271629802851167,138
"2.01.01.02.nabase","SP.SEC.LTOT.MA.IN",0.0109331,0.209602768851148,0.00275450010870407,138
"2.01.01.02.nabase","SP.SEC.TOTL.FE.IN",0.00514523,0.219441874643591,0.00172192627491907,138
"2.01.01.02.nabase","SP.SEC.TOTL.IN",0.00766387,0.218249255759659,0.0018246140180658,138
"2.01.01.02.nabase","SP.SEC.TOTL.MA.IN",0.00668465,0.217951101038675,0.0018511505723773,138
"2.01.01.02.nabase","SP.SEC.UTOT.FE.IN",0.0430519,0.23761109917912,0.000628969945268038,140
"2.01.01.02.nabase","SP.SEC.UTOT.IN",0.0453335,0.238480408078556,0.00060066952178761,140
"2.01.01.02.nabase","SP.SEC.UTOT.MA.IN",0.0443803,0.238782448450858,0.000591494345062514,140
"2.01.01.02.nabase","SP.TER.TOTL.FE.IN",0.00655009,0.217327224858952,0.00176626985326275,140
"2.01.01.02.nabase","SP.TER.TOTL.IN",0.00895444,0.217616994492097,0.00174138479265733,140
"2.01.01.02.nabase","SP.TER.TOTL.MA.IN",0.00801817,0.218196533758387,0.00169257915873322,140
"2.01.01.02.nabase","TOTRESV",0.0125457,0.15854571544745,0.0416780665435713,112
"2.01.01.02.nabase","UIS.GAP.1",0.0595689,0.231964372924883,0.000922055875587333,138
"2.01.01.02.nabase","UIS.GAP.1.F",0.0576448,0.232858837087832,0.000880812689722097,138
"2.01.01.02.nabase","UIS.GAP.1.M",0.0588002,0.231069908761934,0.00096508238868163,138
"2.01.01.02.nabase","UIS.SAP.1.G1",0.0434,0.213291684984781,0.00268698521734295,134
"2.01.01.02.nabase","UIS.SAP.1.G1.F",0.0420082,0.213607906904699,0.00264797505498365,134
"2.01.01.02.nabase","UIS.SAP.1.G1.M",0.0428646,0.213924128824617,0.00260948321381892,134
"2.01.01.02.nabase","UIS.SAP.4",0.0197923,0.286997554181657,0.00111376292108284,88
"2.01.01.02.nabase","UIS.SAP.4.F",0.017861,0.286997554181657,0.00111376292108284,88
"2.01.01.02.nabase","UIS.SAP.4.M",0.0190552,0.288480745676136,0.00104938860230185,88
"2.01.03.01.prcpbase","2.04.01.01.excncpt",0.0262196,0.236512005834545,0.00413656016339381,148
"2.01.03.01.prcpbase","2.3_GIR.GPI",0.370292,0.733799385705343,0.00758203873764018,11
"2.01.03.01.prcpbase","2.6_PCR.GPI",0.415695,0.755928946018455,0.00959773025908883,10
"2.01.03.01.prcpbase","3.01.04.01.agcen",0.0175137,0.272363386052402,0.000959191919853497,148
"2.01.03.01.prcpbase","3.02.01.02.fscov",0.00143127,0.226231988221046,0.00608960597604646,148
"2.01.03.01.prcpbase","3.11.01.03.popreg",0.0501576,0.204350353104354,0.013226327420466,148
"2.01.03.01.prcpbase","5.01.01.01.indust",0.706467,0.340168316616078,3.71828975229693e-05,148
"2.01.03.01.prcpbase","5.04.01.01.exdebt",0.00709147,0.227248546410031,0.00586487031248795,148
"2.01.03.01.prcpbase","5.14.01.01.povsurv",0.0274395,0.344580245219648,1.18451151680521e-05,148
"2.01.03.01.prcpbase","5.21.01.01.sdds",0.0794669,0.376333739454319,5.04749069651922e-06,148
"2.01.03.01.prcpbase","5.51.01.01.poverty",0.0293422,0.319872099465636,2.24904441223917e-05,148
